HOMICIDE
SEX ABUSE
SEX ABUSE
SEX ABUSE
SEX ABUSE
SEX ABUSE
SEX ABUSE
SEX ABUSE
HOMICIDE
HOMICIDE
SEX ABUSE
THEFT/OTHER
THEFT/OTHER
SEX ABUSE
SEX ABUSE
BURGLARY
SEX ABUSE
SEX ABUSE
ROBBERY
BURGLARY
ROBBERY
THEFT F/AUTO
ASSAULT W/DANGEROUS WEAPON
THEFT/OTHER
ROBBERY
ASSAULT W/DANGEROUS WEAPON
ASSAULT W/DANGEROUS WEAPON
ASSAULT W/DANGEROUS WEAPON
THEFT/OTHER
THEFT F/AUTO
ROBBERY
ASSAULT W/DANGEROUS WEAPON
BURGLARY
ASSAULT W/DANGEROUS WEAPON
BURGLARY
SEX ABUSE
ROBBERY
THEFT F/AUTO
SEX ABUSE
THEFT F/AUTO
ASSAULT W/DANGEROUS WEAPON
THEFT/OTHER
THEFT F/AUTO
BURGLARY
THEFT/OTHER
THEFT F/AUTO
BURGLARY
THEFT/OTHER
THEFT F/AUTO
BURGLARY
THEFT F/AUTO
THEFT/OTHER
THEFT/OTHER
THEFT F/AUTO
MOTOR VEHICLE THEFT
THEFT/OTHER
THEFT F/AUTO
THEFT F/AUTO
BURGLARY
THEFT/OTHER
MOTOR VEHICLE THEFT
THEFT/OTHER
MOTOR VEHICLE THEFT
ARSON
THEFT/OTHER
THEFT F/AUTO
ROBBERY
BURGLARY
ROBBERY
ROBBERY
THEFT/OTHER
THEFT/OTHER
BURGLARY
BURGLARY
THEFT/OTHER
THEFT/OTHER
THEFT/OTHER
ROBBERY
ASSAULT W/DANGEROUS WEAPON
THEFT/OTHER
THEFT F/AUTO
THEFT/OTHER
BURGLARY
THEFT F/AUTO
THEFT F/AUTO
ROBBERY
THEFT F/AUTO
THEFT F/AUTO
THEFT F/AUTO
THEFT F/AUTO
THEFT F/AUTO
THEFT F/AUTO
MOTOR VEHICLE THEFT
THEFT F/AUTO
THEFT F/AUTO
