0,38.8717515,-77.01197
0,38.949006,-77.0352749
0,38.9221594,-77.0428649
0,38.92044165,-77.0402295346
0,38.8987033,-77.0542328
0,38.9173421641,-76.979565219
0,38.872321,-76.967582
0,38.92775665,-76.9964179663
0,38.92244985,-76.9936710185
0,38.9594167,-77.08561721
0,38.921568,-77.032058
59,38.915694,-77.024073
600,38.9146447,-77.0144333
0,38.87777,-77.019787
0,38.9226364,-77.0373918
1123,38.886043,-76.9968669
0,38.8990958,-76.9899535472
0,38.8870869,-76.9523104
15,38.8358957,-76.9942615312
50,38.9266386,-76.9963451
18,38.9003748,-76.99002721
130,38.9053158,-77.0334361
88,38.86038,-76.984805
180,38.934138,-77.0193011
149,38.91476,-76.9839179
144,38.9191265,-77.0398462
190,38.829082,-77.000462
192,38.8858259,-76.9572848685
211,38.902519,-77.0161759
225,38.906429,-77.038601
218,38.904985,-77.011287
263,38.927645,-77.027427
207,38.917678,-77.022055
211,38.901327,-77.00203591
319,38.907372,-77.041789
236,38.9020951,-76.9442917
450,38.9244996,-77.03938071
510,38.919779,-76.9810669
156,38.875547,-76.958754
471,38.9167716,-77.02994451
470,38.91098545,-77.0298901356
567,38.8684374,-76.977165755
566,38.911141,-77.0094019
572,38.90099,-77.0240841
599,38.8853842,-76.9595746746
657,38.94433005,-77.020307151
580,38.9022302,-77.0420875
660,38.9117955,-77.0319492
692,38.925474,-77.052853
777,38.9080067,-77.04255451
778,38.92743195,-77.0062013252
792,38.8636305,-76.9709383248
795,38.9289784,-77.032911
828,38.878076,-76.9949739
813,38.872037,-77.0151479
866,38.899032,-76.9916321
858,38.9026243,-77.0189276
888,38.900614,-77.053465
1005,38.9381198,-77.02457871
940,38.909568,-77.0321121
929,38.8953419,-76.9504241
953,38.93966,-77.025121
705,38.920791,-77.04222771
1055,38.863394,-76.992999
928,38.907215,-76.9833381
1060,38.8997323,-76.9425978
1009,38.9069957,-77.0360051
985,38.919481,-76.971009
1140,38.905729,-77.009369
1110,38.920169,-76.970452
1177,38.920169,-76.970452
1158,38.9092901,-76.977414
1196,38.919481,-76.971009
1224,38.9181065,-77.0069479
1240,38.9181065,-77.0069479
1266,38.897536,-76.9857010992
1020,38.93307575,-76.9847594737
1272,38.934555,-77.071041
1271,38.8947972,-77.0239912
1320,38.89214,-76.988424
1428,38.905764,-77.026088
99,38.910386,-77.0345559
10,38.941019,-77.0179369
63,38.9065465,-77.04379161
120,38.9509321,-77.03822471
150,38.902648,-77.0395481
184,38.911942,-77.009054
198,38.8986274,-77.02218851
227,38.9069957,-77.0360051
157,38.934086,-77.041446
181,38.9069957,-77.0360051
244,38.848762,-77.0021731
223,38.903648,-77.0089071
435,38.9022524,-77.0219384
436,38.89163115,-76.9386493123
430,38.907363,-77.0260931
494,38.8363094,-76.9819563
482,38.92675545,-77.0231569997
526,38.9188122454,-77.0220042073
586,38.9283807,-77.0136726711
570,38.906392,-77.0122671
620,38.9069957,-77.03600511
559,38.925103,-76.985286749
566,38.9025635,-77.0529235
540,38.860347,-76.988014
600,38.85473977,-76.9844340406
560,38.902647,-77.0435651
597,38.893561,-76.95750731
655,38.881269,-76.9961809
660,38.9364367,-77.0711423225
666,38.9149245,-77.04184741
629,38.949006,-77.03527491
628,38.9003545,-77.00955861
625,38.899969,-77.0168021
0,38.9013242,-77.0034621
720,38.88155135,-76.9877943215
718,38.91543325,-77.0299645914
699,38.8797148399,-76.9872446649
745,38.908488,-77.015341
795,38.88155135,-76.9877943215
778,38.8926027,-76.9520662
756,38.8934537333,-76.95052121
780,38.91724725,-77.0369037676
850,38.9002011,-76.98180821
841,38.829066,-76.996145
880,38.909767,-77.023046
920,38.9002586,-77.04456011
761,38.9594167,-77.08561721
915,38.920791,-77.04222771
885,38.949006,-77.03527491
883,38.884271,-76.9961749
930,38.911046,-77.03211
916,38.949006,-77.03527491
877,38.892802,-76.947351
950,38.9002151,-77.01105931
960,38.9002586,-77.04456011
938,38.9381198,-77.0245787
954,38.947899,-77.0725779
991,38.91197,-77.0382251
1012,38.896992,-76.9771281
1037,38.9029331061,-76.9813490051
979,38.8717662,-77.01346
1096,38.887731,-76.954684
965,38.9240941,-77.0378174
1056,38.923341,-77.035414
1066,38.86931,-76.98200765
1093,38.944034,-77.021879
1080,38.9381198,-77.0245787
500,38.9499487,-77.07009665
1069,38.9077016,-77.0703421
1087,38.8947972,-77.02399121
1126,38.9391131,-77.0364431
1137,38.921842,-76.97432
1185,38.8698929,-76.9601956
1123,38.922427,-77.0297049
1146,38.9437081,-76.9895628069
1205,38.9289784,-77.032911
1226,38.8327095535,-77.0004553661
1260,38.92244985,-76.9936710185
1242,38.926195,-77.0122961
