1366128000,38.8717515,-77.011970,0,0,0,0,0,0,1,0,
1370448000,38.949006,-77.03527490,0,0,0,0,0,1,0,0,
1373299200,38.9221594,-77.04286490,0,0,0,0,0,1,0,0,
1365436800,38.92044165,-77.04022953459930,0,0,0,0,0,1,0,0,
1361984400,38.8987033,-77.05423280,0,0,0,0,0,1,0,0,
1361984400,38.9173421640827,-76.97956521900390,0,0,0,0,0,1,0,0,
1381420800,38.872321,-76.9675820,0,0,0,0,0,1,0,0,
1375286400,38.92775665,-76.99641796626830,0,0,0,0,0,0,1,0,
1357754340,38.92244985,-76.99367101849611,0,0,0,0,0,0,0,0,
1364047200,38.9594167,-77.08561721,0,0,0,0,0,0,0,0,
1376928000,38.921568,-77.0320580,0,0,0,0,0,1,0,0,
1368460800,38.915694,-77.0240730,0,0,0,0,0,1,0,0,
1378809780,38.9146447,-77.01443330,0,0,1,0,0,0,0,0,
1384362000,38.87777,-77.0197870,0,0,0,0,0,1,0,0,
1377532800,38.9226364,-77.03739180,0,0,0,0,0,1,0,0,
1357060500,38.886043,-76.99686690,0,1,0,0,0,0,0,0,
1357062600,38.8990958,-76.98995354718830,0,0,1,0,0,0,0,0,
1357060680,38.8870869,-76.95231040,0,1,0,0,0,0,0,0,
1357024200,38.8358957,-76.9942615311810,1,0,0,0,0,0,0,0,
1357021680,38.9266386,-76.99634510,0,0,0,0,1,0,0,0,
1357027200,38.9003748,-76.99002721,0,0,0,0,0,0,0,0,
1357025040,38.9053158,-77.03343610,0,0,0,0,1,0,0,0,
1357027800,38.86038,-76.9848050,0,0,0,0,1,0,0,0,
1357029060,38.934138,-77.0193011,0,0,0,0,0,0,0,0,
1357029900,38.91476,-76.98391790,1,0,0,0,0,0,0,0,
1357029480,38.9191265,-77.03984620,0,1,0,0,0,0,0,0,
1357032180,38.829082,-77.0004620,0,0,0,0,1,0,0,0,
1357028820,38.8858259,-76.95728486853410,0,0,1,0,0,0,0,0,
1357029060,38.902519,-77.01617590,0,0,0,0,1,0,0,0,
1357030560,38.906429,-77.0386010,0,0,0,0,0,1,0,0,
1357043400,38.904985,-77.0112870,0,1,0,0,0,0,0,0,
1357025760,38.927645,-77.0274270,0,0,0,0,0,1,0,0,
1357044660,38.917678,-77.0220550,1,0,0,0,0,0,0,0,
1357050420,38.901327,-77.00203591,0,0,0,0,0,0,0,0,
1357050360,38.907372,-77.0417890,1,0,0,0,0,0,0,0,
1357050720,38.9020951,-76.94429170,0,0,1,0,0,0,0,0,
1357052340,38.9244996,-77.03938071,0,0,0,0,0,0,0,0,
1357055820,38.919779,-76.98106690,1,0,0,0,0,0,0,0,
1357051200,38.875547,-76.9587540,0,0,1,0,0,0,0,0,
1357056000,38.9167716,-77.02994451,0,0,0,0,0,0,0,0,
1357057920,38.91098545,-77.02989013562090,1,0,0,0,0,0,0,0,
1357063020,38.8684374,-76.97716575499010,0,0,1,0,0,0,0,0,
1357063080,38.911141,-77.00940190,1,0,0,0,0,0,0,0,
1357020720,38.90099,-77.0240841,0,0,0,0,0,0,0,0,
1357020900,38.8853842,-76.95957467464351,0,0,0,0,0,0,0,0,
1357025160,38.94433005,-77.020307151,0,0,0,0,0,0,0,0,
1357024680,38.9022302,-77.04208750,1,0,0,0,0,0,0,0,
1357026480,38.9117955,-77.03194920,1,0,0,0,0,0,0,0,
1357028940,38.925474,-77.0528530,0,0,0,1,0,0,0,0,
1357030380,38.9080067,-77.04255451,0,0,0,0,0,0,0,0,
1357058700,38.92743195,-77.00620132522940,0,0,0,1,0,0,0,0,
1357036500,38.8636305,-76.97093832484370,0,0,0,0,0,0,0,1,
